Data File,C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\02\_07-3253_Escherichia coli__2_37_PMX_438_2#19#2019_A_ 2B_3.oka
Set up Time,2/19/2019 10:40:53 AM
Position, 2-B
Plate Type,PM2
Strain Type,---
Sample Number,
Strain Name,07-3253
O-type,O121
H-type,H30
Host,Human
Strain Number,07-3253
Other,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hour,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12
2.5,62.0,42.0,45.0,41.0,46.0,83.0,40.0,45.0,53.0,49.0,48.0,86.0,56.0,65.0,32.0,32.0,50.0,34.0,31.0,22.0,25.0,27.0,32.0,36.0,54.0,32.0,37.0,42.0,44.0,31.0,52.0,36.0,35.0,42.0,32.0,24.0,55.0,21.0,33.0,27.0,30.0,26.0,49.0,28.0,31.0,18.0,11.0,38.0,40.0,38.0,11.0,32.0,68.0,11.0,25.0,18.0,27.0,24.0,11.0,53.0,39.0,42.0,61.0,31.0,43.0,31.0,19.0,18.0,11.0,37.0,12.0,46.0,42.0,46.0,25.0,35.0,26.0,22.0,13.0,30.0,12.0,12.0,32.0,38.0,52.0,51.0,40.0,38.0,21.0,23.0,18.0,15.0,51.0,20.0,20.0,46.0
2.75,68.0,45.0,50.0,42.0,53.0,90.0,46.0,46.0,56.0,53.0,53.0,93.0,62.0,73.0,39.0,34.0,52.0,35.0,32.0,23.0,26.0,26.0,35.0,46.0,59.0,37.0,40.0,46.0,45.0,30.0,60.0,36.0,36.0,41.0,31.0,29.0,61.0,23.0,39.0,27.0,29.0,30.0,55.0,29.0,32.0,20.0,14.0,39.0,44.0,43.0,14.0,38.0,80.0,11.0,23.0,19.0,27.0,24.0,11.0,61.0,51.0,47.0,77.0,37.0,48.0,34.0,23.0,19.0,13.0,38.0,12.0,57.0,50.0,51.0,31.0,40.0,32.0,29.0,17.0,37.0,11.0,14.0,34.0,42.0,61.0,56.0,45.0,42.0,28.0,28.0,27.0,22.0,58.0,20.0,25.0,61.0
3.0,71.0,47.0,50.0,44.0,52.0,99.0,44.0,42.0,55.0,49.0,49.0,86.0,65.0,80.0,44.0,33.0,55.0,36.0,32.0,20.0,24.0,25.0,33.0,52.0,60.0,38.0,40.0,45.0,48.0,30.0,65.0,35.0,34.0,41.0,32.0,30.0,61.0,25.0,41.0,29.0,32.0,33.0,55.0,27.0,30.0,20.0,11.0,36.0,45.0,45.0,15.0,39.0,87.0,12.0,25.0,18.0,26.0,22.0,11.0,57.0,54.0,50.0,85.0,38.0,48.0,36.0,23.0,21.0,14.0,37.0,11.0,50.0,51.0,55.0,34.0,44.0,33.0,32.0,17.0,35.0,14.0,12.0,32.0,40.0,63.0,60.0,49.0,49.0,32.0,34.0,24.0,21.0,53.0,19.0,20.0,52.0
3.25,62.0,41.0,42.0,40.0,46.0,101.0,39.0,42.0,52.0,46.0,46.0,87.0,56.0,80.0,42.0,30.0,50.0,31.0,29.0,21.0,21.0,23.0,31.0,53.0,54.0,33.0,36.0,39.0,42.0,28.0,65.0,36.0,35.0,41.0,31.0,27.0,55.0,18.0,33.0,24.0,26.0,31.0,53.0,27.0,30.0,17.0,11.0,34.0,36.0,36.0,11.0,31.0,85.0,11.0,21.0,15.0,25.0,22.0,11.0,51.0,47.0,41.0,81.0,29.0,42.0,24.0,18.0,16.0,17.0,33.0,11.0,45.0,40.0,46.0,24.0,34.0,26.0,23.0,13.0,29.0,11.0,11.0,31.0,34.0,49.0,47.0,38.0,37.0,22.0,21.0,17.0,13.0,48.0,17.0,17.0,45.0
3.5,65.0,43.0,48.0,45.0,48.0,107.0,39.0,44.0,55.0,49.0,47.0,90.0,58.0,86.0,47.0,33.0,51.0,35.0,32.0,22.0,26.0,26.0,33.0,59.0,55.0,35.0,38.0,41.0,46.0,29.0,69.0,38.0,36.0,41.0,32.0,32.0,56.0,21.0,37.0,27.0,30.0,33.0,56.0,30.0,30.0,20.0,11.0,35.0,38.0,40.0,11.0,31.0,97.0,11.0,23.0,18.0,25.0,23.0,11.0,52.0,51.0,42.0,87.0,32.0,44.0,29.0,20.0,18.0,22.0,35.0,11.0,48.0,44.0,51.0,26.0,36.0,28.0,25.0,13.0,31.0,12.0,11.0,30.0,34.0,56.0,53.0,44.0,42.0,25.0,25.0,18.0,16.0,54.0,17.0,20.0,47.0
3.75,67.0,45.0,47.0,45.0,49.0,112.0,42.0,44.0,53.0,51.0,50.0,89.0,60.0,96.0,52.0,33.0,55.0,36.0,30.0,24.0,25.0,25.0,34.0,63.0,59.0,35.0,40.0,42.0,45.0,30.0,80.0,38.0,40.0,42.0,33.0,34.0,57.0,21.0,38.0,28.0,29.0,34.0,55.0,29.0,31.0,19.0,11.0,36.0,42.0,41.0,12.0,34.0,106.0,11.0,25.0,18.0,25.0,24.0,11.0,52.0,53.0,44.0,99.0,34.0,45.0,32.0,22.0,19.0,24.0,35.0,13.0,46.0,46.0,49.0,28.0,40.0,30.0,28.0,14.0,32.0,13.0,14.0,31.0,37.0,57.0,56.0,45.0,42.0,27.0,29.0,20.0,16.0,52.0,14.0,19.0,49.0
4.0,71.0,50.0,51.0,48.0,54.0,115.0,45.0,46.0,56.0,52.0,52.0,93.0,67.0,106.0,61.0,34.0,54.0,38.0,36.0,26.0,27.0,29.0,34.0,69.0,61.0,38.0,42.0,47.0,48.0,32.0,87.0,42.0,41.0,45.0,36.0,37.0,63.0,25.0,42.0,31.0,33.0,35.0,58.0,32.0,33.0,22.0,12.0,39.0,44.0,46.0,16.0,41.0,118.0,13.0,27.0,21.0,27.0,24.0,11.0,56.0,62.0,50.0,110.0,40.0,50.0,37.0,26.0,22.0,26.0,37.0,13.0,50.0,51.0,58.0,33.0,43.0,36.0,33.0,18.0,37.0,14.0,17.0,32.0,40.0,63.0,64.0,51.0,49.0,30.0,33.0,25.0,21.0,56.0,20.0,20.0,53.0
4.25,75.0,53.0,56.0,51.0,55.0,121.0,49.0,48.0,57.0,53.0,52.0,96.0,67.0,113.0,68.0,36.0,60.0,40.0,37.0,26.0,28.0,30.0,34.0,73.0,64.0,41.0,46.0,48.0,52.0,32.0,98.0,41.0,46.0,44.0,36.0,37.0,66.0,29.0,44.0,33.0,35.0,38.0,61.0,33.0,36.0,22.0,12.0,37.0,48.0,49.0,18.0,42.0,127.0,17.0,29.0,23.0,28.0,27.0,11.0,59.0,69.0,54.0,121.0,43.0,53.0,40.0,26.0,23.0,29.0,38.0,16.0,53.0,53.0,61.0,36.0,46.0,35.0,33.0,20.0,40.0,16.0,18.0,34.0,41.0,65.0,66.0,53.0,52.0,34.0,36.0,24.0,22.0,57.0,21.0,23.0,56.0
4.5,63.0,46.0,47.0,42.0,50.0,118.0,44.0,48.0,55.0,52.0,50.0,91.0,60.0,116.0,64.0,33.0,52.0,37.0,32.0,24.0,24.0,27.0,34.0,77.0,57.0,36.0,39.0,44.0,46.0,32.0,95.0,40.0,46.0,42.0,32.0,34.0,56.0,23.0,36.0,29.0,29.0,37.0,59.0,32.0,32.0,19.0,11.0,38.0,36.0,38.0,11.0,33.0,131.0,11.0,24.0,18.0,26.0,26.0,11.0,55.0,59.0,44.0,117.0,32.0,46.0,29.0,22.0,19.0,28.0,38.0,14.0,47.0,41.0,51.0,25.0,35.0,28.0,24.0,15.0,36.0,12.0,13.0,33.0,34.0,50.0,50.0,38.0,38.0,21.0,23.0,19.0,15.0,52.0,17.0,21.0,54.0
4.75,62.0,43.0,45.0,44.0,49.0,118.0,44.0,47.0,56.0,51.0,50.0,90.0,57.0,121.0,68.0,31.0,53.0,37.0,32.0,23.0,22.0,28.0,35.0,76.0,55.0,34.0,39.0,44.0,45.0,30.0,103.0,39.0,47.0,42.0,34.0,36.0,57.0,20.0,35.0,27.0,31.0,38.0,60.0,31.0,32.0,20.0,11.0,38.0,38.0,39.0,11.0,31.0,138.0,11.0,23.0,17.0,26.0,23.0,11.0,53.0,60.0,43.0,124.0,32.0,46.0,29.0,21.0,18.0,27.0,37.0,13.0,47.0,41.0,51.0,26.0,37.0,28.0,22.0,15.0,35.0,12.0,14.0,35.0,36.0,51.0,50.0,39.0,36.0,21.0,22.0,19.0,14.0,53.0,16.0,21.0,53.0
5.0,64.0,46.0,46.0,43.0,48.0,122.0,45.0,49.0,57.0,52.0,50.0,91.0,60.0,125.0,64.0,33.0,53.0,35.0,34.0,25.0,25.0,28.0,35.0,78.0,55.0,36.0,37.0,45.0,46.0,32.0,111.0,40.0,50.0,41.0,31.0,33.0,59.0,22.0,35.0,28.0,30.0,38.0,58.0,31.0,31.0,19.0,11.0,35.0,35.0,39.0,11.0,35.0,145.0,11.0,23.0,18.0,25.0,23.0,11.0,55.0,62.0,44.0,131.0,35.0,46.0,31.0,21.0,18.0,27.0,35.0,15.0,48.0,42.0,52.0,28.0,36.0,30.0,25.0,14.0,35.0,12.0,13.0,34.0,38.0,52.0,51.0,41.0,39.0,23.0,22.0,20.0,15.0,54.0,16.0,21.0,52.0
5.25,65.0,42.0,44.0,44.0,48.0,121.0,45.0,44.0,54.0,49.0,49.0,91.0,58.0,132.0,68.0,30.0,52.0,35.0,31.0,24.0,23.0,26.0,31.0,78.0,55.0,35.0,37.0,45.0,43.0,30.0,113.0,38.0,50.0,41.0,33.0,33.0,58.0,19.0,33.0,26.0,27.0,36.0,58.0,28.0,31.0,19.0,11.0,34.0,36.0,38.0,11.0,33.0,150.0,11.0,23.0,18.0,24.0,19.0,11.0,52.0,63.0,41.0,137.0,33.0,46.0,28.0,20.0,17.0,24.0,36.0,12.0,46.0,40.0,48.0,26.0,35.0,29.0,24.0,16.0,33.0,11.0,11.0,31.0,35.0,51.0,49.0,39.0,38.0,23.0,22.0,18.0,14.0,51.0,17.0,21.0,50.0
5.5,67.0,44.0,45.0,42.0,48.0,123.0,45.0,48.0,55.0,52.0,48.0,93.0,59.0,137.0,79.0,32.0,55.0,36.0,34.0,22.0,26.0,26.0,35.0,77.0,57.0,36.0,37.0,46.0,46.0,31.0,122.0,39.0,54.0,41.0,34.0,36.0,59.0,23.0,39.0,30.0,31.0,37.0,59.0,31.0,30.0,20.0,11.0,37.0,37.0,41.0,11.0,32.0,157.0,11.0,23.0,18.0,27.0,22.0,11.0,54.0,66.0,42.0,141.0,34.0,44.0,29.0,22.0,19.0,28.0,36.0,15.0,48.0,41.0,49.0,27.0,36.0,31.0,24.0,14.0,36.0,12.0,14.0,33.0,36.0,53.0,49.0,39.0,38.0,26.0,22.0,20.0,14.0,54.0,15.0,21.0,49.0
5.75,77.0,50.0,53.0,51.0,57.0,128.0,50.0,50.0,58.0,53.0,52.0,95.0,67.0,148.0,90.0,38.0,59.0,38.0,35.0,25.0,29.0,28.0,35.0,81.0,66.0,40.0,44.0,50.0,54.0,35.0,132.0,39.0,61.0,45.0,34.0,35.0,69.0,28.0,43.0,32.0,34.0,38.0,63.0,30.0,32.0,20.0,11.0,39.0,46.0,50.0,20.0,44.0,168.0,17.0,26.0,22.0,26.0,25.0,11.0,58.0,79.0,52.0,157.0,44.0,55.0,40.0,26.0,22.0,25.0,40.0,16.0,53.0,57.0,64.0,36.0,47.0,38.0,34.0,19.0,42.0,15.0,15.0,34.0,41.0,68.0,64.0,52.0,55.0,42.0,40.0,30.0,22.0,58.0,19.0,27.0,55.0
6.0,69.0,51.0,47.0,47.0,51.0,127.0,46.0,50.0,58.0,55.0,54.0,96.0,62.0,151.0,93.0,35.0,58.0,39.0,34.0,26.0,30.0,30.0,37.0,83.0,60.0,41.0,43.0,48.0,51.0,34.0,135.0,41.0,63.0,46.0,36.0,40.0,62.0,23.0,41.0,32.0,31.0,42.0,64.0,34.0,34.0,24.0,13.0,37.0,38.0,44.0,11.0,34.0,170.0,11.0,27.0,22.0,29.0,25.0,11.0,56.0,73.0,45.0,155.0,36.0,48.0,32.0,23.0,20.0,30.0,40.0,17.0,50.0,46.0,56.0,28.0,39.0,33.0,25.0,19.0,37.0,16.0,16.0,38.0,40.0,55.0,50.0,45.0,43.0,30.0,25.0,25.0,19.0,57.0,19.0,25.0,52.0
6.25,67.0,44.0,45.0,44.0,47.0,125.0,43.0,45.0,56.0,51.0,49.0,92.0,59.0,150.0,93.0,32.0,52.0,35.0,31.0,25.0,25.0,24.0,31.0,77.0,57.0,33.0,35.0,44.0,46.0,31.0,134.0,37.0,62.0,41.0,34.0,33.0,60.0,20.0,36.0,30.0,28.0,38.0,60.0,32.0,29.0,20.0,11.0,34.0,36.0,37.0,11.0,30.0,172.0,11.0,23.0,17.0,26.0,20.0,11.0,49.0,70.0,42.0,156.0,32.0,46.0,28.0,21.0,18.0,25.0,34.0,14.0,44.0,41.0,51.0,26.0,32.0,28.0,23.0,15.0,35.0,11.0,11.0,31.0,35.0,51.0,45.0,37.0,40.0,27.0,22.0,19.0,13.0,52.0,15.0,20.0,45.0
6.5,67.0,44.0,47.0,45.0,49.0,127.0,44.0,49.0,54.0,51.0,48.0,94.0,61.0,157.0,100.0,33.0,54.0,36.0,34.0,26.0,26.0,27.0,33.0,81.0,58.0,36.0,40.0,46.0,49.0,34.0,139.0,39.0,66.0,42.0,34.0,34.0,59.0,22.0,36.0,29.0,29.0,41.0,61.0,32.0,33.0,21.0,11.0,37.0,34.0,40.0,11.0,33.0,180.0,11.0,24.0,20.0,25.0,24.0,11.0,52.0,75.0,43.0,161.0,34.0,46.0,30.0,22.0,20.0,29.0,37.0,16.0,48.0,41.0,54.0,26.0,35.0,30.0,24.0,16.0,37.0,12.0,16.0,33.0,38.0,53.0,46.0,41.0,40.0,26.0,25.0,22.0,15.0,54.0,15.0,22.0,47.0
6.75,70.0,49.0,49.0,50.0,51.0,131.0,47.0,50.0,57.0,55.0,52.0,95.0,63.0,165.0,104.0,37.0,57.0,39.0,37.0,27.0,29.0,29.0,38.0,83.0,59.0,39.0,44.0,49.0,51.0,35.0,146.0,43.0,73.0,45.0,37.0,40.0,66.0,23.0,41.0,32.0,33.0,40.0,63.0,36.0,34.0,24.0,15.0,40.0,40.0,43.0,13.0,35.0,187.0,13.0,27.0,21.0,28.0,25.0,11.0,55.0,81.0,47.0,168.0,36.0,48.0,33.0,26.0,22.0,32.0,38.0,18.0,51.0,47.0,57.0,31.0,37.0,35.0,26.0,17.0,39.0,15.0,15.0,36.0,39.0,57.0,48.0,44.0,43.0,28.0,25.0,24.0,18.0,55.0,19.0,22.0,46.0
7.0,68.0,48.0,47.0,49.0,49.0,130.0,47.0,48.0,58.0,54.0,50.0,97.0,60.0,168.0,106.0,33.0,55.0,37.0,33.0,27.0,26.0,29.0,35.0,81.0,58.0,37.0,38.0,48.0,49.0,34.0,148.0,41.0,74.0,44.0,35.0,39.0,63.0,25.0,39.0,33.0,32.0,39.0,62.0,35.0,32.0,24.0,11.0,38.0,37.0,40.0,11.0,33.0,190.0,11.0,27.0,20.0,28.0,26.0,11.0,52.0,81.0,43.0,172.0,35.0,47.0,30.0,23.0,19.0,30.0,37.0,18.0,46.0,42.0,55.0,29.0,37.0,30.0,25.0,15.0,36.0,13.0,13.0,35.0,38.0,52.0,44.0,38.0,40.0,24.0,25.0,22.0,15.0,54.0,17.0,23.0,40.0
7.25,67.0,45.0,44.0,45.0,48.0,129.0,44.0,48.0,55.0,51.0,48.0,94.0,59.0,167.0,105.0,34.0,53.0,34.0,34.0,26.0,26.0,26.0,34.0,80.0,56.0,36.0,37.0,45.0,46.0,32.0,152.0,39.0,74.0,43.0,32.0,34.0,62.0,21.0,38.0,30.0,30.0,39.0,61.0,30.0,31.0,21.0,11.0,37.0,34.0,39.0,11.0,32.0,193.0,11.0,25.0,19.0,26.0,23.0,11.0,50.0,84.0,42.0,176.0,34.0,46.0,30.0,22.0,17.0,27.0,37.0,16.0,47.0,42.0,52.0,25.0,35.0,31.0,24.0,15.0,35.0,12.0,12.0,32.0,35.0,52.0,42.0,38.0,40.0,21.0,24.0,19.0,14.0,53.0,17.0,20.0,39.0
7.5,66.0,47.0,46.0,48.0,50.0,131.0,46.0,50.0,59.0,53.0,51.0,96.0,61.0,174.0,111.0,33.0,55.0,40.0,34.0,27.0,27.0,27.0,34.0,81.0,58.0,36.0,39.0,47.0,49.0,33.0,153.0,39.0,79.0,47.0,35.0,35.0,62.0,21.0,39.0,29.0,31.0,42.0,65.0,33.0,34.0,22.0,12.0,39.0,34.0,40.0,11.0,30.0,198.0,11.0,26.0,20.0,28.0,23.0,11.0,53.0,86.0,44.0,181.0,34.0,47.0,30.0,22.0,21.0,31.0,37.0,18.0,46.0,43.0,53.0,27.0,35.0,29.0,23.0,16.0,41.0,13.0,16.0,36.0,36.0,50.0,43.0,39.0,39.0,20.0,21.0,20.0,14.0,55.0,17.0,20.0,39.0
7.75,65.0,43.0,45.0,43.0,46.0,129.0,40.0,44.0,53.0,49.0,46.0,92.0,56.0,174.0,113.0,31.0,53.0,34.0,32.0,23.0,26.0,25.0,31.0,76.0,53.0,34.0,36.0,43.0,45.0,30.0,154.0,37.0,78.0,42.0,32.0,35.0,62.0,19.0,34.0,28.0,29.0,37.0,59.0,30.0,28.0,20.0,11.0,34.0,32.0,36.0,11.0,29.0,201.0,11.0,22.0,18.0,21.0,20.0,11.0,51.0,86.0,39.0,182.0,31.0,43.0,28.0,21.0,15.0,26.0,35.0,14.0,45.0,42.0,49.0,25.0,33.0,28.0,21.0,14.0,35.0,11.0,13.0,31.0,35.0,48.0,41.0,36.0,38.0,19.0,21.0,15.0,13.0,51.0,13.0,18.0,37.0
8.0,70.0,47.0,46.0,47.0,48.0,130.0,44.0,47.0,56.0,53.0,49.0,96.0,61.0,179.0,119.0,34.0,56.0,35.0,33.0,26.0,25.0,25.0,33.0,81.0,59.0,36.0,38.0,47.0,45.0,33.0,159.0,39.0,83.0,43.0,34.0,34.0,63.0,20.0,38.0,30.0,28.0,41.0,64.0,32.0,31.0,20.0,11.0,35.0,34.0,39.0,11.0,31.0,206.0,11.0,24.0,20.0,25.0,22.0,11.0,52.0,92.0,44.0,187.0,35.0,46.0,29.0,23.0,17.0,28.0,35.0,18.0,47.0,42.0,54.0,25.0,37.0,29.0,24.0,16.0,38.0,12.0,13.0,34.0,37.0,51.0,44.0,38.0,40.0,21.0,26.0,18.0,15.0,52.0,14.0,23.0,38.0
