Data File,C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\03\_18-8961_Escherichia coli__2_37_PMX_438_3#1#2019_A_12B_23.oka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.25,61.0,50.0,50.0,54.0,56.0,151.0,36.0,62.0,54.0,62.0,55.0,101.0,262.0,192.0,174.0,42.0,60.0,35.0,37.0,37.0,40.0,23.0,35.0,117.0,134.0,33.0,42.0,48.0,53.0,45.0,245.0,32.0,245.0,50.0,36.0,53.0,261.0,30.0,39.0,36.0,30.0,51.0,67.0,41.0,19.0,29.0,17.0,36.0,46.0,32.0,25.0,28.0,258.0,11.0,24.0,24.0,185.0,17.0,11.0,55.0,304.0,35.0,234.0,25.0,43.0,35.0,27.0,22.0,42.0,43.0,25.0,41.0,38.0,53.0,23.0,23.0,35.0,15.0,11.0,36.0,14.0,14.0,32.0,38.0,52.0,36.0,33.0,23.0,25.0,12.0,27.0,25.0,219.0,19.0,32.0,54.0
25.5,58.0,44.0,48.0,49.0,50.0,145.0,35.0,58.0,53.0,60.0,54.0,99.0,259.0,192.0,170.0,37.0,55.0,32.0,31.0,35.0,38.0,21.0,34.0,113.0,128.0,30.0,37.0,48.0,46.0,42.0,242.0,30.0,242.0,47.0,33.0,50.0,260.0,31.0,32.0,32.0,29.0,46.0,61.0,38.0,19.0,25.0,15.0,33.0,44.0,29.0,22.0,26.0,258.0,11.0,21.0,20.0,187.0,13.0,11.0,53.0,302.0,34.0,231.0,26.0,41.0,32.0,27.0,21.0,38.0,40.0,22.0,41.0,32.0,51.0,19.0,23.0,34.0,13.0,11.0,34.0,12.0,12.0,31.0,37.0,50.0,29.0,31.0,20.0,22.0,11.0,25.0,23.0,223.0,17.0,31.0,51.0
25.75,64.0,53.0,55.0,56.0,59.0,153.0,38.0,64.0,55.0,62.0,58.0,104.0,264.0,197.0,180.0,42.0,65.0,33.0,37.0,37.0,43.0,26.0,35.0,114.0,140.0,35.0,44.0,53.0,56.0,48.0,248.0,35.0,247.0,52.0,39.0,56.0,263.0,34.0,39.0,39.0,33.0,53.0,70.0,42.0,23.0,29.0,19.0,37.0,46.0,33.0,28.0,28.0,259.0,12.0,27.0,25.0,191.0,18.0,12.0,58.0,305.0,37.0,237.0,28.0,46.0,36.0,30.0,25.0,42.0,45.0,26.0,44.0,38.0,56.0,25.0,27.0,40.0,17.0,13.0,39.0,17.0,18.0,35.0,42.0,54.0,36.0,38.0,26.0,28.0,12.0,29.0,27.0,226.0,22.0,34.0,56.0
26.0,57.0,48.0,51.0,49.0,52.0,146.0,35.0,56.0,52.0,57.0,54.0,100.0,260.0,191.0,177.0,39.0,57.0,32.0,32.0,33.0,40.0,22.0,32.0,113.0,137.0,32.0,37.0,47.0,48.0,41.0,246.0,30.0,245.0,48.0,35.0,50.0,262.0,28.0,34.0,33.0,30.0,47.0,62.0,39.0,18.0,27.0,13.0,33.0,45.0,30.0,24.0,24.0,256.0,11.0,24.0,21.0,192.0,15.0,11.0,54.0,305.0,33.0,233.0,25.0,41.0,33.0,27.0,24.0,40.0,41.0,21.0,41.0,34.0,52.0,19.0,24.0,35.0,14.0,12.0,34.0,13.0,14.0,32.0,39.0,51.0,33.0,31.0,21.0,25.0,11.0,25.0,25.0,228.0,17.0,32.0,52.0
26.25,58.0,47.0,50.0,50.0,51.0,143.0,38.0,59.0,56.0,62.0,56.0,102.0,262.0,195.0,181.0,42.0,57.0,33.0,32.0,34.0,41.0,24.0,36.0,115.0,138.0,34.0,38.0,48.0,47.0,43.0,246.0,32.0,245.0,48.0,35.0,51.0,264.0,30.0,33.0,30.0,32.0,46.0,59.0,38.0,21.0,28.0,17.0,36.0,46.0,32.0,25.0,25.0,259.0,11.0,22.0,22.0,195.0,18.0,11.0,55.0,304.0,35.0,235.0,26.0,42.0,33.0,27.0,24.0,41.0,43.0,22.0,41.0,36.0,52.0,21.0,25.0,35.0,16.0,12.0,36.0,15.0,13.0,35.0,37.0,54.0,32.0,32.0,19.0,27.0,11.0,27.0,29.0,230.0,18.0,32.0,53.0
26.5,57.0,46.0,49.0,51.0,50.0,144.0,35.0,55.0,54.0,59.0,53.0,100.0,263.0,194.0,180.0,40.0,55.0,33.0,32.0,32.0,39.0,22.0,34.0,114.0,140.0,32.0,34.0,49.0,47.0,40.0,246.0,29.0,246.0,46.0,34.0,50.0,264.0,29.0,33.0,33.0,30.0,47.0,59.0,35.0,19.0,27.0,16.0,35.0,45.0,33.0,23.0,25.0,259.0,11.0,22.0,20.0,195.0,13.0,11.0,54.0,303.0,35.0,236.0,26.0,40.0,32.0,26.0,21.0,41.0,41.0,21.0,41.0,32.0,53.0,20.0,24.0,33.0,15.0,11.0,35.0,15.0,14.0,32.0,37.0,52.0,32.0,32.0,19.0,24.0,11.0,25.0,24.0,233.0,18.0,30.0,51.0
26.75,57.0,47.0,52.0,49.0,51.0,145.0,37.0,58.0,57.0,63.0,55.0,102.0,262.0,196.0,185.0,40.0,56.0,33.0,31.0,32.0,38.0,22.0,33.0,115.0,141.0,32.0,36.0,46.0,47.0,43.0,247.0,31.0,247.0,47.0,38.0,51.0,264.0,27.0,34.0,29.0,28.0,46.0,57.0,36.0,19.0,26.0,16.0,35.0,45.0,30.0,24.0,23.0,260.0,11.0,22.0,22.0,196.0,12.0,11.0,54.0,304.0,36.0,237.0,25.0,42.0,31.0,26.0,21.0,39.0,43.0,20.0,41.0,32.0,53.0,19.0,24.0,35.0,15.0,11.0,35.0,14.0,14.0,32.0,38.0,53.0,33.0,32.0,22.0,25.0,11.0,27.0,26.0,234.0,18.0,33.0,51.0
27.0,56.0,47.0,48.0,50.0,50.0,146.0,37.0,58.0,55.0,62.0,54.0,100.0,263.0,194.0,183.0,38.0,56.0,32.0,32.0,33.0,37.0,23.0,36.0,117.0,146.0,31.0,37.0,49.0,47.0,41.0,248.0,32.0,248.0,48.0,34.0,51.0,265.0,30.0,30.0,31.0,28.0,46.0,56.0,35.0,18.0,25.0,18.0,35.0,46.0,30.0,24.0,25.0,261.0,11.0,21.0,20.0,199.0,15.0,11.0,56.0,306.0,34.0,238.0,25.0,41.0,32.0,25.0,21.0,39.0,42.0,22.0,40.0,34.0,52.0,20.0,24.0,36.0,15.0,11.0,33.0,15.0,12.0,32.0,39.0,54.0,32.0,32.0,19.0,23.0,11.0,26.0,25.0,236.0,16.0,32.0,52.0
27.25,59.0,48.0,51.0,51.0,53.0,143.0,37.0,57.0,57.0,62.0,57.0,100.0,264.0,198.0,187.0,40.0,56.0,32.0,32.0,34.0,40.0,22.0,34.0,115.0,147.0,34.0,38.0,48.0,46.0,44.0,250.0,32.0,251.0,48.0,35.0,51.0,266.0,30.0,34.0,31.0,29.0,49.0,58.0,36.0,19.0,28.0,14.0,38.0,47.0,33.0,24.0,24.0,261.0,11.0,23.0,22.0,200.0,15.0,11.0,57.0,307.0,36.0,239.0,27.0,42.0,33.0,27.0,22.0,41.0,42.0,20.0,40.0,36.0,53.0,20.0,25.0,37.0,14.0,12.0,35.0,14.0,15.0,34.0,40.0,57.0,35.0,33.0,20.0,26.0,11.0,26.0,26.0,237.0,20.0,34.0,53.0
27.5,58.0,49.0,52.0,51.0,53.0,145.0,37.0,56.0,57.0,61.0,55.0,102.0,264.0,197.0,191.0,41.0,58.0,34.0,34.0,35.0,40.0,24.0,34.0,114.0,152.0,33.0,39.0,49.0,46.0,43.0,251.0,32.0,251.0,47.0,35.0,50.0,267.0,31.0,34.0,34.0,31.0,46.0,59.0,37.0,18.0,29.0,16.0,35.0,45.0,34.0,25.0,26.0,262.0,11.0,22.0,21.0,202.0,16.0,12.0,56.0,305.0,36.0,240.0,27.0,42.0,31.0,28.0,23.0,41.0,43.0,23.0,41.0,37.0,53.0,23.0,25.0,36.0,15.0,12.0,36.0,14.0,15.0,34.0,39.0,53.0,36.0,33.0,23.0,24.0,11.0,29.0,25.0,238.0,19.0,32.0,52.0
27.75,58.0,50.0,52.0,52.0,53.0,147.0,35.0,57.0,54.0,61.0,53.0,100.0,267.0,200.0,191.0,40.0,57.0,34.0,34.0,34.0,41.0,22.0,34.0,114.0,159.0,33.0,38.0,48.0,51.0,42.0,250.0,33.0,252.0,47.0,36.0,53.0,268.0,31.0,34.0,34.0,30.0,50.0,59.0,38.0,19.0,28.0,19.0,33.0,47.0,32.0,25.0,26.0,262.0,11.0,21.0,21.0,202.0,15.0,11.0,54.0,306.0,35.0,242.0,27.0,43.0,32.0,28.0,21.0,41.0,44.0,20.0,41.0,34.0,53.0,21.0,24.0,35.0,13.0,11.0,34.0,13.0,13.0,34.0,37.0,51.0,34.0,32.0,22.0,26.0,11.0,24.0,26.0,238.0,17.0,34.0,51.0
28.0,62.0,51.0,51.0,54.0,55.0,151.0,37.0,60.0,55.0,59.0,56.0,102.0,268.0,202.0,194.0,43.0,60.0,33.0,36.0,35.0,44.0,23.0,34.0,115.0,165.0,32.0,40.0,51.0,52.0,44.0,253.0,34.0,254.0,49.0,37.0,53.0,269.0,30.0,38.0,37.0,34.0,50.0,66.0,41.0,19.0,28.0,18.0,35.0,46.0,33.0,27.0,27.0,263.0,11.0,22.0,23.0,202.0,15.0,11.0,55.0,306.0,33.0,242.0,27.0,44.0,34.0,27.0,23.0,42.0,42.0,23.0,40.0,36.0,53.0,21.0,25.0,39.0,14.0,12.0,36.0,15.0,14.0,35.0,40.0,51.0,34.0,32.0,23.0,23.0,12.0,28.0,25.0,241.0,19.0,36.0,55.0
28.25,61.0,52.0,52.0,54.0,54.0,150.0,37.0,59.0,53.0,61.0,55.0,100.0,269.0,203.0,196.0,41.0,60.0,33.0,36.0,36.0,43.0,22.0,35.0,114.0,166.0,32.0,40.0,52.0,50.0,44.0,252.0,31.0,255.0,48.0,36.0,55.0,269.0,30.0,38.0,37.0,31.0,51.0,63.0,40.0,19.0,27.0,17.0,34.0,47.0,34.0,28.0,27.0,264.0,11.0,24.0,20.0,205.0,16.0,11.0,55.0,307.0,35.0,242.0,28.0,42.0,33.0,27.0,22.0,42.0,43.0,22.0,42.0,35.0,54.0,22.0,23.0,37.0,13.0,13.0,35.0,14.0,14.0,35.0,39.0,51.0,34.0,33.0,24.0,26.0,11.0,26.0,25.0,242.0,19.0,32.0,53.0
28.5,61.0,52.0,52.0,54.0,55.0,150.0,35.0,59.0,53.0,62.0,54.0,103.0,270.0,204.0,198.0,41.0,59.0,33.0,33.0,36.0,41.0,23.0,34.0,113.0,172.0,35.0,39.0,51.0,53.0,44.0,252.0,32.0,255.0,50.0,35.0,53.0,271.0,32.0,39.0,38.0,31.0,49.0,62.0,38.0,19.0,26.0,18.0,35.0,48.0,32.0,25.0,27.0,265.0,11.0,24.0,21.0,204.0,16.0,11.0,55.0,308.0,33.0,243.0,26.0,44.0,33.0,28.0,23.0,40.0,44.0,23.0,39.0,37.0,55.0,24.0,25.0,36.0,13.0,12.0,34.0,14.0,13.0,33.0,38.0,52.0,36.0,32.0,22.0,24.0,11.0,24.0,24.0,241.0,18.0,29.0,51.0
28.75,60.0,48.0,52.0,53.0,54.0,150.0,35.0,57.0,52.0,61.0,53.0,102.0,269.0,204.0,199.0,40.0,58.0,34.0,35.0,35.0,42.0,21.0,34.0,114.0,171.0,33.0,39.0,50.0,49.0,42.0,253.0,31.0,257.0,49.0,34.0,54.0,270.0,30.0,36.0,36.0,31.0,49.0,61.0,39.0,19.0,26.0,17.0,33.0,45.0,33.0,24.0,24.0,263.0,11.0,22.0,21.0,205.0,16.0,11.0,55.0,308.0,34.0,243.0,24.0,42.0,32.0,27.0,22.0,40.0,43.0,22.0,40.0,35.0,52.0,23.0,23.0,36.0,13.0,11.0,36.0,13.0,13.0,33.0,39.0,52.0,33.0,31.0,21.0,24.0,11.0,26.0,26.0,244.0,20.0,33.0,52.0
29.0,58.0,48.0,49.0,49.0,52.0,146.0,32.0,54.0,53.0,59.0,53.0,100.0,268.0,201.0,198.0,38.0,57.0,32.0,31.0,31.0,38.0,21.0,33.0,112.0,170.0,30.0,35.0,47.0,49.0,41.0,252.0,29.0,255.0,48.0,34.0,51.0,269.0,29.0,33.0,35.0,28.0,46.0,58.0,38.0,18.0,25.0,13.0,32.0,44.0,32.0,24.0,24.0,263.0,11.0,22.0,21.0,207.0,14.0,11.0,54.0,307.0,33.0,241.0,25.0,41.0,31.0,27.0,20.0,39.0,41.0,21.0,38.0,32.0,52.0,18.0,24.0,33.0,15.0,11.0,35.0,12.0,11.0,33.0,39.0,51.0,31.0,28.0,20.0,23.0,11.0,25.0,24.0,245.0,17.0,31.0,52.0
29.25,60.0,53.0,54.0,54.0,55.0,151.0,36.0,59.0,56.0,63.0,56.0,102.0,270.0,205.0,202.0,42.0,60.0,34.0,37.0,36.0,42.0,21.0,34.0,115.0,175.0,34.0,41.0,53.0,52.0,45.0,256.0,35.0,258.0,48.0,36.0,55.0,272.0,33.0,38.0,37.0,31.0,49.0,63.0,39.0,19.0,27.0,17.0,35.0,47.0,33.0,27.0,26.0,267.0,11.0,24.0,22.0,210.0,16.0,11.0,57.0,307.0,36.0,245.0,27.0,43.0,34.0,28.0,24.0,41.0,43.0,24.0,39.0,35.0,56.0,21.0,24.0,37.0,14.0,12.0,36.0,14.0,15.0,34.0,40.0,52.0,36.0,34.0,21.0,25.0,12.0,26.0,26.0,247.0,20.0,33.0,52.0
29.5,61.0,51.0,52.0,57.0,54.0,154.0,35.0,59.0,54.0,60.0,55.0,102.0,271.0,204.0,203.0,44.0,61.0,33.0,33.0,37.0,43.0,23.0,36.0,114.0,182.0,34.0,42.0,51.0,52.0,43.0,256.0,33.0,261.0,48.0,36.0,55.0,273.0,31.0,41.0,39.0,32.0,51.0,62.0,39.0,18.0,28.0,16.0,35.0,47.0,35.0,26.0,28.0,266.0,11.0,25.0,24.0,210.0,17.0,11.0,55.0,308.0,35.0,246.0,28.0,43.0,33.0,28.0,23.0,40.0,44.0,24.0,38.0,37.0,54.0,24.0,26.0,38.0,17.0,12.0,36.0,15.0,14.0,35.0,39.0,54.0,35.0,34.0,25.0,26.0,13.0,25.0,26.0,248.0,18.0,33.0,53.0
29.75,58.0,49.0,52.0,52.0,52.0,147.0,35.0,54.0,54.0,60.0,54.0,100.0,270.0,206.0,203.0,40.0,57.0,32.0,32.0,34.0,41.0,21.0,32.0,112.0,176.0,31.0,37.0,48.0,48.0,42.0,254.0,30.0,259.0,49.0,37.0,51.0,273.0,33.0,36.0,34.0,29.0,48.0,59.0,38.0,18.0,25.0,15.0,34.0,45.0,33.0,25.0,26.0,265.0,11.0,21.0,22.0,211.0,15.0,11.0,55.0,309.0,33.0,245.0,25.0,42.0,30.0,26.0,22.0,40.0,41.0,22.0,38.0,34.0,54.0,22.0,23.0,37.0,13.0,11.0,35.0,13.0,14.0,34.0,40.0,53.0,34.0,32.0,22.0,23.0,11.0,25.0,24.0,248.0,19.0,33.0,51.0
30.0,59.0,49.0,51.0,50.0,52.0,145.0,36.0,55.0,56.0,60.0,51.0,100.0,269.0,204.0,204.0,42.0,57.0,35.0,32.0,34.0,40.0,23.0,36.0,115.0,176.0,33.0,39.0,48.0,47.0,43.0,256.0,32.0,258.0,48.0,34.0,52.0,274.0,31.0,35.0,34.0,31.0,45.0,56.0,35.0,20.0,27.0,17.0,34.0,46.0,34.0,27.0,25.0,265.0,11.0,23.0,21.0,212.0,15.0,11.0,54.0,309.0,34.0,246.0,26.0,42.0,31.0,26.0,22.0,41.0,41.0,20.0,37.0,34.0,53.0,21.0,24.0,36.0,16.0,11.0,36.0,15.0,15.0,32.0,36.0,53.0,34.0,33.0,21.0,26.0,11.0,26.0,27.0,252.0,18.0,33.0,53.0
30.25,59.0,52.0,52.0,51.0,52.0,148.0,34.0,54.0,57.0,60.0,53.0,101.0,270.0,205.0,206.0,39.0,56.0,35.0,33.0,35.0,41.0,23.0,35.0,113.0,182.0,33.0,37.0,50.0,47.0,44.0,256.0,32.0,261.0,49.0,34.0,52.0,274.0,31.0,36.0,34.0,30.0,48.0,55.0,38.0,18.0,26.0,16.0,34.0,47.0,32.0,26.0,27.0,266.0,11.0,23.0,23.0,213.0,15.0,11.0,56.0,308.0,37.0,246.0,26.0,43.0,31.0,27.0,22.0,40.0,43.0,22.0,39.0,34.0,57.0,23.0,26.0,36.0,14.0,12.0,37.0,15.0,14.0,34.0,38.0,52.0,36.0,32.0,23.0,24.0,11.0,27.0,25.0,252.0,21.0,32.0,52.0
30.5,59.0,49.0,49.0,50.0,54.0,144.0,37.0,52.0,57.0,62.0,54.0,103.0,271.0,206.0,208.0,38.0,56.0,36.0,30.0,35.0,42.0,24.0,35.0,116.0,178.0,32.0,38.0,49.0,45.0,42.0,255.0,33.0,259.0,48.0,35.0,53.0,275.0,31.0,32.0,32.0,31.0,45.0,52.0,38.0,21.0,27.0,17.0,36.0,46.0,34.0,26.0,26.0,267.0,11.0,23.0,22.0,214.0,16.0,12.0,57.0,310.0,34.0,245.0,27.0,39.0,32.0,27.0,24.0,41.0,42.0,23.0,38.0,32.0,54.0,21.0,25.0,38.0,16.0,12.0,38.0,16.0,15.0,34.0,40.0,54.0,35.0,30.0,21.0,25.0,12.0,28.0,26.0,253.0,19.0,35.0,54.0
30.75,58.0,49.0,49.0,51.0,53.0,146.0,34.0,54.0,55.0,60.0,53.0,102.0,269.0,205.0,205.0,40.0,55.0,34.0,31.0,35.0,40.0,22.0,33.0,112.0,179.0,33.0,35.0,48.0,44.0,43.0,255.0,32.0,261.0,48.0,35.0,52.0,274.0,31.0,31.0,32.0,29.0,44.0,54.0,35.0,20.0,25.0,15.0,34.0,46.0,32.0,22.0,24.0,268.0,11.0,22.0,21.0,214.0,14.0,11.0,55.0,309.0,35.0,243.0,24.0,41.0,30.0,26.0,21.0,39.0,42.0,20.0,38.0,31.0,51.0,21.0,22.0,36.0,15.0,12.0,34.0,13.0,14.0,33.0,37.0,53.0,33.0,32.0,20.0,24.0,11.0,25.0,24.0,254.0,19.0,34.0,53.0
31.0,64.0,53.0,53.0,55.0,56.0,154.0,35.0,58.0,54.0,61.0,54.0,103.0,274.0,209.0,211.0,44.0,61.0,35.0,35.0,38.0,45.0,23.0,35.0,114.0,195.0,34.0,41.0,52.0,52.0,45.0,257.0,35.0,263.0,50.0,36.0,54.0,277.0,33.0,41.0,39.0,33.0,51.0,64.0,39.0,21.0,27.0,17.0,35.0,47.0,36.0,29.0,28.0,268.0,11.0,22.0,23.0,214.0,16.0,11.0,57.0,308.0,36.0,252.0,29.0,44.0,35.0,27.0,24.0,42.0,44.0,23.0,37.0,39.0,55.0,24.0,28.0,39.0,14.0,13.0,36.0,14.0,14.0,35.0,38.0,54.0,37.0,36.0,24.0,25.0,12.0,26.0,26.0,253.0,21.0,34.0,52.0
31.25,61.0,54.0,52.0,54.0,54.0,152.0,33.0,55.0,53.0,61.0,52.0,104.0,272.0,210.0,210.0,39.0,59.0,34.0,33.0,35.0,43.0,21.0,33.0,114.0,192.0,31.0,38.0,51.0,51.0,43.0,257.0,31.0,262.0,49.0,36.0,52.0,274.0,32.0,37.0,35.0,30.0,49.0,59.0,38.0,18.0,25.0,15.0,32.0,45.0,33.0,25.0,27.0,266.0,11.0,23.0,22.0,216.0,13.0,11.0,55.0,309.0,34.0,249.0,24.0,41.0,31.0,25.0,22.0,42.0,44.0,22.0,38.0,37.0,53.0,22.0,23.0,36.0,13.0,11.0,34.0,14.0,12.0,33.0,37.0,52.0,32.0,32.0,19.0,25.0,11.0,24.0,24.0,255.0,19.0,32.0,54.0
31.5,62.0,55.0,54.0,56.0,55.0,156.0,34.0,56.0,55.0,63.0,54.0,102.0,274.0,209.0,214.0,44.0,61.0,35.0,36.0,36.0,43.0,24.0,35.0,114.0,196.0,33.0,42.0,53.0,52.0,46.0,260.0,35.0,266.0,49.0,37.0,54.0,278.0,33.0,39.0,38.0,31.0,51.0,62.0,40.0,21.0,28.0,17.0,35.0,48.0,36.0,27.0,29.0,270.0,11.0,24.0,24.0,217.0,17.0,11.0,55.0,309.0,37.0,251.0,27.0,45.0,34.0,28.0,24.0,41.0,44.0,24.0,39.0,38.0,56.0,24.0,25.0,38.0,15.0,11.0,35.0,16.0,16.0,35.0,40.0,54.0,36.0,33.0,24.0,27.0,14.0,27.0,25.0,256.0,19.0,34.0,54.0
31.75,63.0,54.0,52.0,57.0,57.0,155.0,33.0,59.0,54.0,59.0,55.0,103.0,275.0,212.0,213.0,44.0,59.0,35.0,35.0,38.0,45.0,23.0,35.0,112.0,198.0,34.0,41.0,53.0,52.0,43.0,260.0,34.0,267.0,50.0,36.0,53.0,279.0,32.0,40.0,38.0,32.0,50.0,62.0,41.0,18.0,26.0,15.0,36.0,48.0,36.0,25.0,28.0,270.0,12.0,24.0,23.0,218.0,16.0,11.0,56.0,309.0,38.0,252.0,28.0,43.0,33.0,29.0,25.0,41.0,44.0,23.0,37.0,37.0,55.0,25.0,23.0,38.0,14.0,11.0,35.0,16.0,14.0,32.0,38.0,56.0,38.0,36.0,24.0,25.0,11.0,26.0,25.0,256.0,19.0,34.0,54.0
32.0,63.0,52.0,55.0,57.0,57.0,158.0,37.0,59.0,53.0,63.0,56.0,103.0,275.0,213.0,215.0,44.0,61.0,37.0,37.0,38.0,45.0,24.0,34.0,115.0,200.0,36.0,42.0,53.0,53.0,44.0,261.0,35.0,267.0,51.0,38.0,54.0,279.0,36.0,41.0,37.0,35.0,51.0,64.0,40.0,21.0,30.0,19.0,35.0,48.0,38.0,30.0,30.0,270.0,11.0,24.0,24.0,219.0,17.0,12.0,56.0,310.0,40.0,254.0,28.0,45.0,34.0,30.0,24.0,44.0,46.0,26.0,39.0,39.0,57.0,24.0,26.0,38.0,17.0,13.0,35.0,17.0,15.0,35.0,40.0,54.0,36.0,36.0,25.0,24.0,14.0,27.0,26.0,258.0,20.0,36.0,53.0
32.25,58.0,50.0,50.0,53.0,54.0,152.0,34.0,53.0,53.0,60.0,51.0,102.0,274.0,211.0,213.0,41.0,56.0,35.0,33.0,35.0,41.0,20.0,33.0,113.0,197.0,33.0,39.0,49.0,49.0,42.0,260.0,31.0,266.0,47.0,34.0,51.0,278.0,32.0,36.0,35.0,29.0,46.0,58.0,36.0,18.0,26.0,15.0,35.0,46.0,33.0,26.0,27.0,269.0,11.0,24.0,20.0,220.0,15.0,11.0,55.0,310.0,37.0,252.0,26.0,42.0,32.0,27.0,22.0,40.0,44.0,21.0,38.0,34.0,53.0,20.0,25.0,36.0,14.0,11.0,33.0,13.0,13.0,34.0,39.0,50.0,34.0,31.0,23.0,23.0,11.0,24.0,23.0,258.0,20.0,33.0,54.0
32.5,62.0,53.0,54.0,51.0,57.0,154.0,34.0,49.0,51.0,54.0,50.0,97.0,267.0,208.0,211.0,41.0,52.0,31.0,35.0,35.0,40.0,20.0,32.0,110.0,206.0,32.0,38.0,49.0,44.0,43.0,259.0,32.0,267.0,45.0,33.0,46.0,280.0,32.0,36.0,33.0,31.0,44.0,61.0,37.0,18.0,24.0,16.0,31.0,49.0,40.0,27.0,30.0,268.0,12.0,22.0,22.0,222.0,19.0,11.0,54.0,307.0,42.0,252.0,31.0,44.0,34.0,28.0,25.0,40.0,42.0,18.0,35.0,41.0,60.0,24.0,30.0,37.0,16.0,11.0,36.0,14.0,14.0,29.0,33.0,58.0,44.0,38.0,32.0,27.0,16.0,25.0,27.0,255.0,13.0,23.0,47.0
32.75,58.0,48.0,49.0,50.0,52.0,147.0,35.0,52.0,56.0,60.0,51.0,100.0,273.0,209.0,213.0,40.0,54.0,33.0,31.0,34.0,41.0,22.0,35.0,113.0,193.0,32.0,34.0,47.0,46.0,42.0,258.0,34.0,265.0,49.0,35.0,50.0,277.0,30.0,30.0,30.0,30.0,42.0,50.0,37.0,19.0,25.0,16.0,34.0,46.0,32.0,25.0,25.0,269.0,11.0,21.0,21.0,221.0,16.0,11.0,58.0,311.0,35.0,247.0,25.0,42.0,30.0,26.0,22.0,40.0,41.0,22.0,36.0,34.0,53.0,19.0,26.0,36.0,15.0,12.0,36.0,13.0,15.0,34.0,38.0,52.0,34.0,30.0,20.0,25.0,11.0,27.0,25.0,259.0,19.0,33.0,50.0
33.0,58.0,51.0,51.0,51.0,53.0,148.0,34.0,52.0,54.0,57.0,51.0,101.0,273.0,207.0,214.0,40.0,54.0,34.0,32.0,35.0,43.0,21.0,34.0,113.0,198.0,31.0,36.0,49.0,45.0,43.0,259.0,32.0,267.0,50.0,35.0,53.0,278.0,30.0,33.0,34.0,30.0,44.0,55.0,36.0,19.0,25.0,17.0,33.0,46.0,33.0,27.0,26.0,270.0,11.0,21.0,20.0,222.0,14.0,11.0,57.0,309.0,35.0,249.0,27.0,41.0,31.0,26.0,21.0,40.0,43.0,23.0,37.0,35.0,53.0,21.0,23.0,36.0,15.0,11.0,33.0,14.0,13.0,33.0,36.0,52.0,33.0,32.0,22.0,24.0,11.0,27.0,24.0,260.0,18.0,32.0,52.0
33.25,63.0,56.0,55.0,58.0,56.0,160.0,37.0,59.0,55.0,63.0,55.0,102.0,277.0,215.0,220.0,45.0,60.0,35.0,37.0,38.0,47.0,24.0,36.0,114.0,210.0,36.0,42.0,53.0,53.0,46.0,261.0,35.0,270.0,51.0,37.0,55.0,281.0,33.0,40.0,40.0,36.0,51.0,61.0,41.0,19.0,28.0,19.0,36.0,47.0,36.0,28.0,30.0,272.0,13.0,24.0,23.0,223.0,17.0,11.0,57.0,311.0,35.0,255.0,30.0,46.0,35.0,30.0,25.0,43.0,44.0,23.0,37.0,37.0,56.0,25.0,26.0,39.0,17.0,12.0,36.0,15.0,16.0,35.0,38.0,53.0,37.0,35.0,24.0,26.0,12.0,28.0,25.0,262.0,22.0,36.0,52.0
33.5,58.0,50.0,48.0,51.0,52.0,151.0,31.0,51.0,54.0,59.0,52.0,100.0,275.0,210.0,216.0,40.0,55.0,33.0,31.0,35.0,40.0,18.0,34.0,113.0,203.0,30.0,36.0,47.0,46.0,42.0,260.0,32.0,268.0,46.0,34.0,50.0,279.0,32.0,33.0,35.0,28.0,43.0,54.0,36.0,17.0,25.0,15.0,34.0,46.0,34.0,27.0,24.0,270.0,11.0,22.0,21.0,222.0,17.0,11.0,54.0,311.0,35.0,252.0,26.0,40.0,30.0,25.0,22.0,39.0,41.0,22.0,37.0,34.0,52.0,21.0,23.0,38.0,14.0,11.0,32.0,12.0,14.0,33.0,35.0,50.0,33.0,30.0,21.0,23.0,11.0,25.0,22.0,262.0,16.0,32.0,49.0
33.75,61.0,50.0,51.0,51.0,52.0,152.0,33.0,52.0,54.0,59.0,51.0,100.0,275.0,211.0,217.0,41.0,58.0,36.0,33.0,34.0,43.0,23.0,32.0,113.0,205.0,33.0,36.0,50.0,48.0,43.0,261.0,33.0,268.0,49.0,34.0,52.0,278.0,29.0,34.0,33.0,34.0,45.0,54.0,37.0,19.0,25.0,15.0,35.0,45.0,34.0,25.0,26.0,270.0,11.0,21.0,22.0,223.0,15.0,11.0,55.0,310.0,35.0,253.0,26.0,41.0,33.0,26.0,21.0,41.0,41.0,20.0,36.0,33.0,55.0,21.0,25.0,38.0,15.0,11.0,36.0,12.0,14.0,32.0,35.0,52.0,34.0,31.0,21.0,22.0,11.0,25.0,25.0,262.0,18.0,31.0,50.0
