Data File,C:\Program Files\Biolog\OL_DC_23\PMX\Data_2019\02\_13-0358_Escherichia coli__2_37_PMX_438_2#25#2019_A_12B_23.oka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.25,67.0,43.0,58.0,53.0,52.0,165.0,36.0,49.0,60.0,56.0,67.0,103.0,56.0,236.0,162.0,36.0,47.0,28.0,31.0,30.0,41.0,21.0,35.0,222.0,59.0,31.0,37.0,53.0,46.0,22.0,248.0,27.0,237.0,40.0,34.0,48.0,80.0,22.0,32.0,23.0,29.0,46.0,68.0,23.0,27.0,23.0,18.0,34.0,43.0,27.0,15.0,30.0,267.0,11.0,17.0,19.0,60.0,16.0,11.0,52.0,271.0,36.0,255.0,28.0,45.0,30.0,24.0,12.0,26.0,37.0,22.0,46.0,33.0,55.0,26.0,27.0,56.0,22.0,14.0,39.0,15.0,17.0,36.0,43.0,53.0,29.0,32.0,25.0,25.0,15.0,26.0,20.0,254.0,33.0,35.0,46.0
25.5,60.0,43.0,55.0,52.0,49.0,162.0,33.0,46.0,57.0,50.0,63.0,98.0,53.0,238.0,161.0,34.0,43.0,23.0,27.0,27.0,38.0,18.0,33.0,221.0,55.0,29.0,36.0,52.0,43.0,21.0,247.0,24.0,236.0,37.0,32.0,46.0,78.0,19.0,29.0,16.0,30.0,43.0,62.0,21.0,25.0,20.0,15.0,29.0,40.0,26.0,13.0,27.0,267.0,11.0,16.0,16.0,57.0,11.0,11.0,52.0,271.0,34.0,256.0,24.0,42.0,26.0,22.0,11.0,22.0,34.0,18.0,44.0,33.0,51.0,22.0,25.0,53.0,19.0,13.0,37.0,13.0,15.0,30.0,40.0,52.0,29.0,33.0,24.0,23.0,14.0,24.0,19.0,252.0,30.0,31.0,44.0
25.75,62.0,42.0,58.0,53.0,50.0,165.0,35.0,48.0,58.0,53.0,66.0,101.0,55.0,239.0,164.0,38.0,48.0,27.0,30.0,31.0,38.0,21.0,36.0,223.0,58.0,32.0,37.0,54.0,45.0,23.0,250.0,27.0,237.0,40.0,34.0,48.0,83.0,23.0,30.0,19.0,29.0,44.0,66.0,23.0,28.0,22.0,17.0,32.0,44.0,27.0,15.0,31.0,269.0,11.0,19.0,18.0,59.0,14.0,13.0,52.0,273.0,33.0,256.0,27.0,45.0,28.0,25.0,13.0,26.0,37.0,23.0,47.0,34.0,55.0,27.0,27.0,57.0,21.0,17.0,41.0,17.0,15.0,35.0,44.0,55.0,30.0,34.0,27.0,27.0,17.0,26.0,21.0,257.0,33.0,35.0,47.0
26.0,68.0,48.0,61.0,55.0,53.0,170.0,35.0,52.0,59.0,55.0,67.0,104.0,61.0,241.0,165.0,37.0,50.0,28.0,29.0,31.0,42.0,21.0,35.0,223.0,59.0,33.0,38.0,57.0,48.0,23.0,250.0,28.0,241.0,41.0,33.0,48.0,84.0,24.0,35.0,23.0,28.0,46.0,70.0,25.0,26.0,21.0,19.0,34.0,44.0,27.0,16.0,30.0,270.0,11.0,19.0,21.0,62.0,14.0,12.0,53.0,276.0,35.0,256.0,26.0,48.0,31.0,24.0,14.0,27.0,38.0,25.0,45.0,34.0,55.0,25.0,25.0,55.0,22.0,15.0,39.0,17.0,19.0,33.0,43.0,54.0,30.0,35.0,26.0,27.0,16.0,26.0,18.0,258.0,33.0,35.0,45.0
26.25,65.0,44.0,59.0,56.0,50.0,169.0,34.0,50.0,57.0,53.0,66.0,102.0,56.0,238.0,164.0,36.0,49.0,25.0,30.0,29.0,39.0,20.0,32.0,221.0,59.0,31.0,39.0,54.0,46.0,21.0,250.0,23.0,237.0,38.0,34.0,48.0,82.0,21.0,31.0,21.0,25.0,45.0,68.0,22.0,24.0,22.0,18.0,31.0,40.0,23.0,14.0,29.0,270.0,11.0,17.0,18.0,58.0,11.0,11.0,50.0,275.0,36.0,255.0,23.0,45.0,29.0,22.0,12.0,26.0,37.0,20.0,43.0,30.0,55.0,24.0,24.0,51.0,18.0,12.0,37.0,15.0,13.0,33.0,39.0,51.0,29.0,34.0,24.0,25.0,12.0,22.0,17.0,257.0,33.0,32.0,42.0
26.5,60.0,40.0,54.0,50.0,49.0,161.0,31.0,43.0,54.0,47.0,60.0,97.0,54.0,239.0,163.0,32.0,42.0,23.0,26.0,23.0,34.0,14.0,32.0,219.0,55.0,27.0,32.0,50.0,41.0,19.0,250.0,22.0,237.0,35.0,28.0,42.0,79.0,18.0,26.0,14.0,25.0,39.0,61.0,19.0,24.0,18.0,13.0,28.0,42.0,26.0,12.0,28.0,268.0,11.0,15.0,16.0,56.0,11.0,11.0,47.0,275.0,34.0,255.0,25.0,43.0,26.0,20.0,11.0,20.0,35.0,19.0,40.0,31.0,54.0,22.0,23.0,52.0,18.0,12.0,35.0,11.0,12.0,29.0,35.0,54.0,30.0,33.0,26.0,27.0,14.0,21.0,16.0,257.0,26.0,29.0,43.0
26.75,71.0,49.0,65.0,58.0,55.0,172.0,38.0,54.0,62.0,58.0,69.0,106.0,64.0,242.0,170.0,39.0,53.0,31.0,34.0,34.0,44.0,23.0,37.0,225.0,65.0,35.0,41.0,56.0,50.0,26.0,253.0,31.0,243.0,43.0,37.0,51.0,86.0,28.0,37.0,25.0,31.0,50.0,72.0,28.0,29.0,28.0,24.0,36.0,47.0,31.0,19.0,34.0,272.0,15.0,23.0,23.0,64.0,16.0,14.0,55.0,281.0,39.0,258.0,28.0,50.0,34.0,29.0,15.0,28.0,39.0,26.0,47.0,36.0,59.0,29.0,29.0,57.0,25.0,18.0,43.0,19.0,20.0,38.0,42.0,58.0,36.0,37.0,29.0,31.0,17.0,27.0,21.0,260.0,34.0,37.0,48.0
27.0,66.0,47.0,60.0,58.0,54.0,173.0,36.0,52.0,58.0,58.0,64.0,106.0,61.0,243.0,171.0,39.0,51.0,27.0,33.0,31.0,43.0,23.0,35.0,224.0,63.0,34.0,40.0,54.0,49.0,24.0,252.0,29.0,242.0,39.0,36.0,48.0,83.0,24.0,34.0,23.0,29.0,45.0,74.0,25.0,28.0,23.0,20.0,34.0,44.0,27.0,16.0,31.0,272.0,13.0,22.0,22.0,64.0,12.0,11.0,54.0,280.0,35.0,258.0,26.0,49.0,32.0,26.0,15.0,26.0,37.0,24.0,46.0,34.0,57.0,28.0,26.0,55.0,22.0,15.0,39.0,19.0,17.0,36.0,43.0,54.0,30.0,36.0,28.0,29.0,15.0,27.0,20.0,261.0,34.0,36.0,48.0
27.25,64.0,42.0,57.0,54.0,49.0,164.0,35.0,51.0,57.0,56.0,65.0,101.0,55.0,242.0,170.0,36.0,44.0,27.0,27.0,29.0,39.0,22.0,35.0,225.0,58.0,30.0,36.0,54.0,44.0,22.0,251.0,25.0,241.0,40.0,33.0,47.0,81.0,25.0,30.0,17.0,28.0,41.0,62.0,20.0,27.0,23.0,17.0,31.0,43.0,25.0,15.0,30.0,271.0,11.0,17.0,18.0,62.0,13.0,11.0,51.0,279.0,35.0,259.0,27.0,46.0,27.0,23.0,12.0,24.0,37.0,21.0,42.0,33.0,53.0,25.0,27.0,54.0,21.0,13.0,40.0,15.0,15.0,32.0,41.0,54.0,30.0,35.0,26.0,26.0,16.0,24.0,18.0,264.0,32.0,34.0,45.0
27.5,65.0,44.0,58.0,51.0,50.0,164.0,34.0,46.0,56.0,52.0,64.0,101.0,56.0,241.0,171.0,36.0,47.0,26.0,29.0,28.0,41.0,18.0,33.0,223.0,56.0,31.0,35.0,54.0,43.0,23.0,252.0,25.0,242.0,39.0,33.0,45.0,82.0,22.0,29.0,19.0,30.0,42.0,63.0,21.0,27.0,22.0,18.0,31.0,44.0,28.0,16.0,30.0,273.0,11.0,20.0,20.0,61.0,14.0,11.0,51.0,278.0,37.0,258.0,27.0,47.0,29.0,22.0,12.0,26.0,37.0,22.0,45.0,36.0,54.0,27.0,27.0,56.0,20.0,16.0,40.0,15.0,18.0,31.0,41.0,55.0,30.0,34.0,27.0,26.0,15.0,25.0,20.0,264.0,31.0,32.0,44.0
27.75,69.0,48.0,64.0,57.0,54.0,173.0,36.0,51.0,58.0,57.0,67.0,106.0,61.0,244.0,173.0,40.0,52.0,28.0,34.0,34.0,45.0,21.0,36.0,224.0,64.0,34.0,41.0,56.0,49.0,23.0,253.0,29.0,244.0,41.0,38.0,49.0,83.0,26.0,37.0,24.0,31.0,46.0,72.0,25.0,28.0,24.0,19.0,35.0,45.0,29.0,18.0,34.0,274.0,13.0,22.0,23.0,65.0,18.0,12.0,54.0,284.0,36.0,260.0,28.0,50.0,32.0,28.0,15.0,28.0,41.0,25.0,45.0,34.0,58.0,28.0,29.0,57.0,23.0,16.0,41.0,17.0,21.0,35.0,42.0,54.0,35.0,39.0,30.0,29.0,16.0,26.0,21.0,266.0,34.0,34.0,46.0
28.0,65.0,43.0,58.0,52.0,52.0,166.0,34.0,47.0,58.0,50.0,65.0,99.0,56.0,244.0,173.0,37.0,46.0,26.0,31.0,29.0,40.0,18.0,35.0,222.0,58.0,30.0,35.0,53.0,45.0,22.0,253.0,26.0,243.0,38.0,33.0,46.0,80.0,24.0,30.0,21.0,30.0,43.0,64.0,24.0,28.0,24.0,17.0,30.0,45.0,30.0,18.0,30.0,274.0,11.0,20.0,18.0,64.0,17.0,11.0,51.0,281.0,37.0,258.0,27.0,45.0,29.0,25.0,15.0,27.0,39.0,21.0,43.0,36.0,53.0,26.0,28.0,54.0,20.0,16.0,39.0,16.0,17.0,33.0,40.0,56.0,32.0,37.0,27.0,28.0,17.0,26.0,19.0,266.0,30.0,32.0,44.0
28.25,61.0,41.0,56.0,48.0,49.0,160.0,32.0,44.0,56.0,50.0,60.0,97.0,55.0,239.0,172.0,35.0,45.0,23.0,29.0,27.0,38.0,17.0,36.0,221.0,55.0,30.0,35.0,49.0,41.0,21.0,251.0,25.0,241.0,36.0,30.0,43.0,79.0,22.0,28.0,17.0,28.0,39.0,60.0,20.0,25.0,21.0,16.0,29.0,41.0,26.0,14.0,29.0,271.0,11.0,16.0,17.0,60.0,12.0,11.0,48.0,280.0,33.0,258.0,26.0,43.0,25.0,23.0,12.0,23.0,35.0,20.0,41.0,32.0,53.0,24.0,27.0,53.0,21.0,15.0,38.0,14.0,15.0,32.0,39.0,53.0,29.0,35.0,24.0,24.0,16.0,22.0,18.0,265.0,29.0,33.0,41.0
28.5,62.0,42.0,57.0,51.0,50.0,160.0,32.0,47.0,58.0,52.0,64.0,101.0,54.0,241.0,174.0,34.0,45.0,23.0,29.0,27.0,40.0,19.0,34.0,223.0,55.0,30.0,34.0,52.0,42.0,20.0,252.0,24.0,242.0,38.0,32.0,44.0,81.0,22.0,24.0,18.0,30.0,40.0,59.0,22.0,24.0,22.0,15.0,32.0,42.0,28.0,12.0,28.0,275.0,11.0,15.0,19.0,61.0,12.0,11.0,48.0,280.0,33.0,259.0,26.0,43.0,25.0,20.0,14.0,23.0,35.0,21.0,43.0,31.0,53.0,24.0,26.0,56.0,17.0,14.0,37.0,13.0,16.0,32.0,40.0,52.0,29.0,31.0,25.0,25.0,14.0,24.0,19.0,268.0,32.0,34.0,45.0
28.75,67.0,47.0,61.0,55.0,52.0,170.0,37.0,52.0,59.0,57.0,64.0,103.0,60.0,243.0,177.0,38.0,49.0,26.0,29.0,33.0,42.0,22.0,37.0,225.0,62.0,31.0,37.0,55.0,48.0,23.0,254.0,27.0,244.0,41.0,35.0,49.0,84.0,24.0,33.0,21.0,31.0,44.0,65.0,23.0,28.0,22.0,19.0,34.0,43.0,27.0,18.0,30.0,275.0,12.0,19.0,21.0,65.0,14.0,11.0,51.0,283.0,33.0,260.0,25.0,49.0,30.0,25.0,14.0,26.0,39.0,23.0,43.0,35.0,56.0,26.0,26.0,54.0,21.0,14.0,39.0,16.0,19.0,33.0,43.0,54.0,32.0,36.0,28.0,28.0,15.0,24.0,18.0,269.0,32.0,33.0,44.0
29.0,70.0,49.0,61.0,57.0,52.0,173.0,34.0,52.0,56.0,56.0,64.0,104.0,59.0,246.0,177.0,39.0,51.0,27.0,33.0,33.0,44.0,20.0,35.0,225.0,62.0,32.0,41.0,56.0,48.0,23.0,254.0,27.0,245.0,39.0,36.0,49.0,83.0,25.0,34.0,22.0,29.0,46.0,70.0,23.0,27.0,25.0,18.0,33.0,43.0,29.0,18.0,35.0,274.0,11.0,20.0,20.0,66.0,13.0,11.0,52.0,284.0,36.0,260.0,26.0,48.0,32.0,25.0,14.0,27.0,38.0,23.0,43.0,35.0,58.0,27.0,27.0,54.0,22.0,15.0,39.0,15.0,17.0,35.0,41.0,53.0,32.0,35.0,28.0,28.0,16.0,24.0,18.0,267.0,33.0,35.0,45.0
29.25,66.0,47.0,61.0,57.0,52.0,171.0,33.0,50.0,57.0,57.0,63.0,103.0,58.0,244.0,179.0,39.0,48.0,28.0,30.0,32.0,42.0,23.0,35.0,225.0,61.0,29.0,37.0,52.0,46.0,22.0,255.0,28.0,246.0,40.0,34.0,48.0,84.0,23.0,33.0,22.0,30.0,43.0,67.0,22.0,27.0,23.0,18.0,32.0,44.0,27.0,15.0,31.0,274.0,11.0,22.0,20.0,65.0,14.0,11.0,50.0,284.0,35.0,259.0,25.0,48.0,29.0,23.0,14.0,26.0,38.0,22.0,42.0,33.0,55.0,26.0,25.0,55.0,21.0,16.0,40.0,16.0,16.0,33.0,41.0,54.0,34.0,33.0,27.0,26.0,16.0,24.0,20.0,269.0,31.0,34.0,44.0
29.5,67.0,49.0,64.0,57.0,55.0,173.0,34.0,52.0,58.0,57.0,66.0,106.0,62.0,247.0,180.0,40.0,51.0,27.0,30.0,32.0,44.0,22.0,36.0,225.0,63.0,32.0,40.0,57.0,49.0,23.0,255.0,27.0,247.0,40.0,36.0,49.0,86.0,24.0,35.0,24.0,31.0,47.0,68.0,25.0,28.0,25.0,19.0,35.0,45.0,29.0,18.0,32.0,276.0,13.0,21.0,21.0,67.0,14.0,13.0,53.0,285.0,38.0,261.0,27.0,48.0,31.0,26.0,16.0,26.0,41.0,24.0,44.0,36.0,57.0,28.0,26.0,59.0,23.0,15.0,41.0,17.0,17.0,34.0,42.0,55.0,32.0,37.0,29.0,29.0,17.0,25.0,19.0,270.0,34.0,36.0,46.0
29.75,67.0,46.0,61.0,55.0,53.0,168.0,33.0,50.0,59.0,54.0,65.0,103.0,56.0,246.0,181.0,37.0,48.0,27.0,29.0,31.0,43.0,20.0,37.0,225.0,60.0,30.0,37.0,53.0,46.0,22.0,255.0,26.0,246.0,41.0,33.0,49.0,84.0,23.0,32.0,21.0,29.0,44.0,64.0,23.0,25.0,25.0,18.0,32.0,44.0,27.0,14.0,31.0,276.0,11.0,19.0,19.0,65.0,14.0,11.0,52.0,284.0,34.0,261.0,28.0,47.0,29.0,25.0,14.0,25.0,38.0,24.0,42.0,34.0,54.0,28.0,26.0,55.0,20.0,14.0,37.0,16.0,18.0,32.0,41.0,53.0,32.0,36.0,28.0,27.0,15.0,24.0,18.0,271.0,33.0,35.0,43.0
30.0,64.0,46.0,59.0,54.0,51.0,166.0,31.0,48.0,57.0,51.0,62.0,103.0,59.0,244.0,180.0,36.0,46.0,25.0,28.0,30.0,40.0,18.0,34.0,224.0,59.0,31.0,35.0,54.0,45.0,22.0,255.0,25.0,246.0,37.0,32.0,45.0,81.0,22.0,30.0,20.0,28.0,42.0,62.0,21.0,26.0,20.0,16.0,31.0,43.0,26.0,15.0,32.0,275.0,11.0,18.0,19.0,66.0,11.0,11.0,50.0,285.0,34.0,261.0,26.0,47.0,26.0,22.0,14.0,24.0,37.0,20.0,41.0,34.0,54.0,26.0,25.0,53.0,19.0,12.0,38.0,14.0,15.0,30.0,40.0,53.0,27.0,33.0,27.0,28.0,16.0,22.0,17.0,270.0,30.0,32.0,45.0
30.25,64.0,43.0,61.0,53.0,52.0,162.0,32.0,48.0,59.0,54.0,63.0,100.0,57.0,246.0,182.0,36.0,46.0,27.0,30.0,30.0,41.0,21.0,35.0,227.0,58.0,31.0,35.0,54.0,44.0,23.0,256.0,28.0,247.0,38.0,33.0,46.0,82.0,24.0,29.0,20.0,31.0,43.0,60.0,22.0,26.0,24.0,17.0,33.0,45.0,29.0,16.0,32.0,276.0,11.0,20.0,20.0,65.0,14.0,12.0,50.0,285.0,34.0,261.0,28.0,46.0,28.0,22.0,14.0,27.0,38.0,22.0,41.0,35.0,56.0,27.0,27.0,55.0,22.0,16.0,39.0,16.0,19.0,35.0,43.0,55.0,32.0,34.0,28.0,27.0,16.0,24.0,20.0,273.0,32.0,36.0,45.0
30.5,65.0,46.0,59.0,52.0,50.0,162.0,31.0,48.0,59.0,54.0,62.0,101.0,60.0,246.0,181.0,37.0,46.0,27.0,29.0,31.0,42.0,18.0,34.0,228.0,60.0,30.0,37.0,55.0,44.0,20.0,256.0,25.0,248.0,39.0,32.0,47.0,83.0,26.0,29.0,19.0,30.0,41.0,59.0,21.0,28.0,22.0,17.0,33.0,44.0,28.0,16.0,32.0,275.0,11.0,19.0,20.0,65.0,15.0,11.0,49.0,285.0,35.0,261.0,27.0,46.0,27.0,21.0,13.0,24.0,39.0,19.0,43.0,35.0,57.0,27.0,27.0,57.0,21.0,14.0,39.0,15.0,17.0,32.0,40.0,54.0,33.0,37.0,29.0,26.0,17.0,26.0,21.0,272.0,30.0,34.0,46.0
30.75,63.0,44.0,58.0,51.0,51.0,159.0,30.0,45.0,56.0,49.0,62.0,100.0,56.0,244.0,183.0,37.0,46.0,25.0,28.0,29.0,42.0,18.0,34.0,226.0,57.0,31.0,31.0,50.0,42.0,21.0,254.0,25.0,246.0,39.0,32.0,44.0,82.0,22.0,27.0,19.0,28.0,39.0,56.0,19.0,25.0,23.0,18.0,31.0,43.0,30.0,15.0,28.0,276.0,11.0,18.0,19.0,63.0,14.0,11.0,49.0,284.0,34.0,259.0,25.0,45.0,25.0,23.0,12.0,24.0,37.0,20.0,41.0,35.0,54.0,23.0,26.0,56.0,20.0,14.0,38.0,14.0,15.0,32.0,40.0,53.0,32.0,33.0,27.0,27.0,16.0,24.0,19.0,269.0,29.0,32.0,44.0
31.0,65.0,42.0,59.0,53.0,49.0,164.0,33.0,48.0,58.0,54.0,63.0,101.0,57.0,244.0,184.0,36.0,45.0,27.0,29.0,33.0,43.0,22.0,35.0,225.0,58.0,32.0,35.0,51.0,42.0,22.0,254.0,26.0,246.0,39.0,34.0,47.0,80.0,24.0,28.0,20.0,28.0,41.0,59.0,20.0,25.0,24.0,18.0,32.0,44.0,28.0,14.0,29.0,275.0,11.0,18.0,18.0,64.0,14.0,11.0,50.0,285.0,32.0,260.0,26.0,46.0,26.0,23.0,12.0,25.0,36.0,21.0,41.0,32.0,53.0,25.0,25.0,54.0,21.0,14.0,39.0,16.0,18.0,33.0,41.0,52.0,29.0,32.0,25.0,26.0,15.0,23.0,18.0,271.0,32.0,34.0,44.0
31.25,68.0,49.0,64.0,59.0,53.0,173.0,31.0,51.0,59.0,56.0,64.0,105.0,63.0,249.0,184.0,40.0,50.0,28.0,31.0,32.0,44.0,21.0,34.0,227.0,62.0,32.0,39.0,56.0,47.0,23.0,257.0,27.0,250.0,39.0,35.0,48.0,85.0,23.0,33.0,23.0,30.0,45.0,66.0,23.0,27.0,24.0,19.0,33.0,45.0,29.0,16.0,33.0,278.0,11.0,21.0,21.0,68.0,14.0,11.0,52.0,287.0,35.0,263.0,27.0,50.0,31.0,23.0,15.0,28.0,39.0,22.0,42.0,35.0,58.0,26.0,24.0,56.0,20.0,14.0,39.0,15.0,17.0,33.0,41.0,55.0,31.0,36.0,28.0,28.0,17.0,23.0,19.0,270.0,33.0,34.0,43.0
31.5,67.0,48.0,61.0,56.0,52.0,169.0,32.0,49.0,58.0,54.0,63.0,104.0,62.0,247.0,185.0,39.0,48.0,27.0,31.0,33.0,43.0,21.0,33.0,225.0,62.0,32.0,36.0,55.0,48.0,23.0,256.0,26.0,248.0,39.0,34.0,50.0,84.0,24.0,30.0,20.0,29.0,43.0,65.0,22.0,28.0,24.0,19.0,33.0,46.0,28.0,15.0,32.0,277.0,13.0,20.0,22.0,66.0,13.0,11.0,51.0,286.0,33.0,263.0,26.0,48.0,31.0,25.0,13.0,25.0,40.0,23.0,41.0,33.0,57.0,25.0,24.0,55.0,20.0,15.0,39.0,15.0,16.0,33.0,41.0,53.0,32.0,35.0,27.0,28.0,15.0,23.0,18.0,271.0,32.0,35.0,43.0
31.75,64.0,45.0,60.0,52.0,52.0,167.0,32.0,46.0,57.0,54.0,61.0,103.0,61.0,246.0,184.0,36.0,45.0,26.0,28.0,31.0,42.0,19.0,35.0,227.0,58.0,31.0,36.0,52.0,46.0,20.0,254.0,26.0,248.0,40.0,32.0,48.0,80.0,22.0,27.0,20.0,27.0,40.0,61.0,20.0,24.0,22.0,18.0,31.0,43.0,26.0,16.0,30.0,277.0,11.0,18.0,19.0,67.0,11.0,11.0,49.0,285.0,32.0,262.0,24.0,45.0,27.0,22.0,12.0,25.0,37.0,20.0,40.0,32.0,54.0,23.0,25.0,54.0,20.0,13.0,38.0,15.0,15.0,35.0,40.0,51.0,29.0,33.0,25.0,26.0,14.0,22.0,16.0,271.0,31.0,32.0,43.0
32.0,67.0,47.0,61.0,54.0,53.0,169.0,32.0,50.0,58.0,55.0,62.0,105.0,63.0,249.0,187.0,40.0,50.0,27.0,32.0,34.0,44.0,21.0,36.0,227.0,64.0,31.0,40.0,55.0,47.0,23.0,257.0,29.0,250.0,41.0,36.0,50.0,85.0,23.0,31.0,22.0,29.0,44.0,65.0,23.0,27.0,24.0,18.0,33.0,45.0,27.0,17.0,32.0,277.0,12.0,20.0,19.0,69.0,13.0,11.0,51.0,287.0,35.0,262.0,26.0,47.0,29.0,25.0,14.0,26.0,37.0,22.0,43.0,34.0,57.0,26.0,25.0,56.0,22.0,15.0,41.0,16.0,18.0,33.0,40.0,52.0,33.0,35.0,28.0,27.0,16.0,25.0,19.0,271.0,35.0,37.0,44.0
32.25,67.0,44.0,60.0,55.0,51.0,167.0,30.0,49.0,55.0,52.0,60.0,102.0,62.0,248.0,188.0,37.0,47.0,23.0,28.0,31.0,43.0,19.0,34.0,225.0,59.0,32.0,38.0,51.0,48.0,21.0,258.0,25.0,248.0,40.0,31.0,46.0,81.0,22.0,31.0,19.0,26.0,43.0,62.0,21.0,27.0,21.0,16.0,31.0,42.0,25.0,16.0,32.0,277.0,11.0,20.0,17.0,68.0,11.0,11.0,47.0,285.0,33.0,261.0,24.0,47.0,27.0,23.0,13.0,24.0,37.0,20.0,39.0,32.0,55.0,25.0,23.0,54.0,18.0,12.0,37.0,13.0,16.0,32.0,40.0,50.0,31.0,36.0,25.0,24.0,15.0,23.0,16.0,270.0,32.0,33.0,44.0
32.5,68.0,49.0,62.0,58.0,54.0,173.0,34.0,52.0,59.0,57.0,64.0,106.0,65.0,249.0,188.0,40.0,51.0,27.0,32.0,34.0,46.0,22.0,37.0,228.0,64.0,34.0,40.0,58.0,50.0,25.0,258.0,28.0,251.0,43.0,36.0,51.0,85.0,25.0,34.0,25.0,29.0,45.0,67.0,24.0,27.0,23.0,19.0,34.0,43.0,29.0,17.0,34.0,279.0,12.0,22.0,22.0,72.0,16.0,11.0,52.0,289.0,36.0,265.0,27.0,50.0,30.0,27.0,16.0,27.0,40.0,24.0,41.0,35.0,59.0,29.0,26.0,55.0,23.0,14.0,40.0,17.0,19.0,34.0,40.0,54.0,34.0,39.0,28.0,27.0,18.0,26.0,20.0,271.0,33.0,37.0,46.0
32.75,68.0,50.0,62.0,57.0,52.0,173.0,33.0,51.0,57.0,55.0,65.0,105.0,66.0,249.0,188.0,40.0,50.0,29.0,33.0,33.0,45.0,22.0,37.0,225.0,63.0,33.0,41.0,57.0,47.0,24.0,259.0,28.0,251.0,40.0,36.0,49.0,85.0,24.0,31.0,21.0,31.0,43.0,67.0,23.0,27.0,24.0,20.0,34.0,44.0,28.0,17.0,34.0,279.0,12.0,20.0,21.0,72.0,15.0,11.0,51.0,289.0,36.0,264.0,27.0,51.0,29.0,24.0,16.0,28.0,41.0,25.0,42.0,34.0,60.0,28.0,27.0,57.0,23.0,14.0,40.0,17.0,19.0,34.0,40.0,55.0,35.0,37.0,30.0,27.0,18.0,24.0,20.0,271.0,30.0,36.0,44.0
33.0,65.0,47.0,60.0,54.0,50.0,165.0,32.0,47.0,60.0,54.0,61.0,100.0,63.0,248.0,190.0,38.0,49.0,28.0,31.0,31.0,46.0,20.0,36.0,227.0,60.0,32.0,36.0,53.0,45.0,23.0,258.0,27.0,250.0,39.0,35.0,49.0,82.0,24.0,30.0,21.0,30.0,41.0,62.0,24.0,28.0,25.0,20.0,37.0,45.0,29.0,15.0,31.0,278.0,11.0,20.0,20.0,69.0,15.0,13.0,49.0,287.0,34.0,263.0,28.0,48.0,27.0,23.0,14.0,27.0,36.0,23.0,41.0,34.0,56.0,28.0,27.0,58.0,23.0,17.0,40.0,17.0,18.0,33.0,42.0,54.0,32.0,36.0,28.0,27.0,17.0,26.0,21.0,273.0,34.0,35.0,45.0
33.25,68.0,49.0,65.0,56.0,55.0,172.0,32.0,50.0,59.0,57.0,64.0,105.0,67.0,250.0,192.0,41.0,50.0,28.0,33.0,36.0,47.0,22.0,36.0,227.0,65.0,34.0,39.0,57.0,48.0,24.0,259.0,28.0,253.0,42.0,36.0,50.0,86.0,26.0,35.0,25.0,31.0,46.0,68.0,25.0,27.0,27.0,21.0,35.0,45.0,31.0,19.0,34.0,280.0,14.0,22.0,23.0,73.0,14.0,12.0,52.0,290.0,35.0,265.0,29.0,50.0,32.0,28.0,15.0,27.0,40.0,24.0,43.0,36.0,58.0,29.0,26.0,59.0,23.0,15.0,40.0,18.0,19.0,34.0,42.0,55.0,37.0,36.0,30.0,29.0,20.0,26.0,20.0,272.0,34.0,38.0,47.0
33.5,68.0,49.0,62.0,55.0,53.0,170.0,31.0,49.0,57.0,55.0,62.0,105.0,68.0,248.0,191.0,39.0,49.0,28.0,31.0,34.0,44.0,19.0,34.0,228.0,62.0,33.0,39.0,55.0,48.0,22.0,259.0,27.0,254.0,40.0,33.0,48.0,86.0,25.0,33.0,23.0,28.0,44.0,65.0,22.0,27.0,23.0,18.0,32.0,44.0,27.0,16.0,32.0,279.0,13.0,21.0,21.0,72.0,13.0,11.0,51.0,288.0,34.0,263.0,26.0,49.0,29.0,25.0,15.0,26.0,40.0,24.0,40.0,35.0,57.0,27.0,26.0,55.0,21.0,16.0,39.0,16.0,17.0,36.0,40.0,53.0,32.0,36.0,28.0,27.0,14.0,22.0,17.0,272.0,32.0,36.0,45.0
33.75,68.0,45.0,63.0,57.0,52.0,168.0,30.0,50.0,58.0,54.0,62.0,105.0,67.0,250.0,191.0,37.0,50.0,27.0,31.0,32.0,44.0,20.0,35.0,227.0,62.0,31.0,38.0,54.0,49.0,21.0,259.0,27.0,252.0,41.0,34.0,48.0,85.0,24.0,32.0,21.0,27.0,42.0,64.0,22.0,25.0,22.0,19.0,32.0,43.0,28.0,15.0,30.0,279.0,12.0,19.0,21.0,73.0,13.0,11.0,49.0,288.0,33.0,264.0,28.0,48.0,28.0,24.0,13.0,26.0,38.0,23.0,40.0,33.0,57.0,27.0,25.0,57.0,19.0,12.0,39.0,15.0,17.0,35.0,40.0,51.0,31.0,34.0,27.0,27.0,15.0,23.0,18.0,271.0,30.0,35.0,45.0
